//Nation ID,City Name,Region,AVG Wind Speed,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
206,Birmingham,Alabama,7,43,47,55,61,69,76,80,80,74,63,53,46,3,3,4,3,3,3,3,4,3,2,3,3,
206,Huntsville,Alabama,8,40,44,52,60,69,76,80,79,72,61,51,43,3,3,4,3,3,3,3,4,3,2,3,3,
206,Mobile,Alabama,9,50,54,60,66,74,79,82,81,77,68,59,52,3,3,4,3,3,3,3,3,3,3,3,3,
206,Montgomery,Alabama,7,47,51,58,64,72,79,82,81,76,65,56,49,3,3,3,3,3,4,4,5,3,2,3,3,
206,Anchorage,Alaska,7,16,19,26,36,47,55,58,56,48,34,22,18,3,3,3,3,3,3,3,4,5,4,3,3,
206,Annette,Alaska,10,35,37,40,44,49,54,58,59,54,47,40,36,7,7,7,7,6,5,5,5,7,8,8,8,
206,Barrow,Alaska,12,-14,-16,-14,-1,20,35,40,39,31,15,-1,-11,2,2,2,2,2,2,2,3,4,3,3,2,
206,Bethel,Alaska,13,7,8,15,26,41,51,56,54,45,30,17,9,3,3,3,3,3,4,4,5,6,4,4,3,
206,Bettles,Alaska,6,-11,-8,4,22,44,58,60,54,41,19,-1,-7,3,3,3,2,3,3,3,4,4,4,3,3,
206,Big Delta,Alaska,9,-3,2,14,32,48,58,61,56,44,24,6,0,2,2,2,2,3,4,4,5,3,3,3,2,
206,Cold Bay,Alaska,17,28,28,30,34,40,46,51,52,48,40,35,31,7,7,7,6,6,6,5,6,8,8,8,7,
206,Fairbanks,Alaska,5,-10,-4,11,32,49,60,62,56,45,24,2,-6,3,3,3,2,3,3,3,4,3,3,3,3,
206,Gulkana,Alaska,6,-5,3,15,31,44,53,57,53,43,26,6,-2,3,2,2,1,2,3,3,4,4,3,3,3,
206,Homer,Alaska,8,23,25,29,36,44,50,54,54,48,38,29,26,4,4,4,3,3,3,3,3,6,5,4,5,
206,Juneau,Alaska,8,26,29,34,41,48,54,57,56,50,42,33,29,7,7,7,6,6,5,5,6,8,8,7,7,
206,King Salmon,Alaska,10,15,16,24,33,44,51,56,55,48,33,23,17,3,3,3,3,4,4,4,5,6,5,4,4,
206,Kodiak,Alaska,11,30,30,33,37,44,49,54,55,49,40,34,31,6,7,6,6,6,5,5,5,6,6,6,6,
206,Kotzebue,Alaska,13,-3,-4,0,12,32,45,55,52,42,23,8,0,3,3,3,3,2,3,2,3,4,3,3,3,
206,Mcgrath,Alaska,5,-7,-1,12,29,46,57,60,55,45,25,6,-4,3,3,3,3,3,4,4,5,5,4,4,4,
206,Nome,Alaska,10,6,6,9,20,37,47,53,51,43,29,17,8,3,3,3,3,3,3,3,4,5,3,4,3,
206,St. Paul Island,Alaska,17,26,23,24,28,36,42,47,48,45,38,33,29,6,6,5,5,5,4,4,5,7,8,8,7,
206,Talkeetna,Alaska,5,11,15,23,34,46,55,59,56,46,31,18,13,3,3,3,3,4,4,4,5,6,4,3,3,
206,Unalakleet,Alaska,6,3,4,11,23,40,49,56,53,44,27,13,6,2,2,3,3,2,3,3,4,4,3,3,3,
206,Valdez,Alaska,6,22,25,30,38,46,52,55,54,47,38,28,25,6,6,5,5,5,5,5,6,7,7,6,6,
206,Yakutat,Alaska,7,26,28,32,37,44,50,54,53,48,41,32,29,7,7,7,7,7,6,6,6,8,8,8,8,
